*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
10:52


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 7.75921624613482E-0002	
 4.52500000000000E+0002	 7.67820405071119E-0002	
 4.54500000000000E+0002	 8.00399185528757E-0002	
 4.56500000000000E+0002	 8.01767965986395E-0002	
 4.58500000000000E+0002	 8.06246746444032E-0002	
 4.60500000000000E+0002	 8.18860526901670E-0002	
 4.62500000000000E+0002	 8.27949307359307E-0002	
 4.64500000000000E+0002	 8.36493087816945E-0002	
 4.66500000000000E+0002	 8.40176868274583E-0002	
 4.68500000000000E+0002	 8.46555648732220E-0002	
 4.70500000000000E+0002	 8.50049429189858E-0002	
 4.72500000000000E+0002	 8.57813209647495E-0002	
 4.74500000000000E+0002	 8.65201990105133E-0002	
 4.76500000000000E+0002	 8.73930770562771E-0002	
 4.78500000000000E+0002	 8.80089551020408E-0002	
 4.80500000000000E+0002	 8.87983331478046E-0002	
 4.82500000000000E+0002	 8.94147111935683E-0002	
 4.84500000000000E+0002	 9.02335892393321E-0002	
 4.86500000000000E+0002	 9.10044672850959E-0002	
 4.88500000000000E+0002	 9.19598453308596E-0002	
 4.90500000000000E+0002	 9.27037233766234E-0002	
 4.92500000000000E+0002	 9.37266014223871E-0002	
 4.94500000000000E+0002	 9.45494794681509E-0002	
 4.96500000000000E+0002	 9.54108575139147E-0002	
 4.98500000000000E+0002	 9.61217355596784E-0002	
 5.00500000000000E+0002	 9.67171136054422E-0002	
 5.02500000000000E+0002	 9.73499916512059E-0002	
 5.04500000000000E+0002	 9.85433696969697E-0002	
 5.06500000000000E+0002	 9.95417477427335E-0002	
 5.08500000000000E+0002	 1.00509625788497E-0001	
 5.10500000000000E+0002	 1.01357503834261E-0001	
 5.12500000000000E+0002	 1.02352881880025E-0001	
 5.14500000000000E+0002	 1.03153259925788E-0001	
 5.16500000000000E+0002	 1.04088137971552E-0001	
 5.18500000000000E+0002	 1.05089516017316E-0001	
 5.20500000000000E+0002	 1.06343894063080E-0001	
 5.22500000000000E+0002	 1.07389772108844E-0001	
 5.24500000000000E+0002	 1.08171650154607E-0001	
 5.26500000000000E+0002	 1.09140028200371E-0001	
 5.28500000000000E+0002	 1.10648906246135E-0001	
 5.30500000000000E+0002	 1.11832284291899E-0001	
 5.32500000000000E+0002	 1.12698662337662E-0001	
 5.34500000000000E+0002	 1.13152040383426E-0001	
 5.36500000000000E+0002	 1.13512918429190E-0001	
 5.38500000000000E+0002	 1.13612796474954E-0001	
 5.40500000000000E+0002	 1.13702674520717E-0001	
 5.42500000000000E+0002	 1.13692552566481E-0001	
 5.44500000000000E+0002	 1.13800430612245E-0001	
