*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
10:51


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 2.31088602602230E-0001	
 4.52500000000000E+0002	 2.31416433085502E-0001	
 4.54500000000000E+0002	 2.32466763568773E-0001	
 4.56500000000000E+0002	 2.32703094052045E-0001	
 4.58500000000000E+0002	 2.33323424535316E-0001	
 4.60500000000000E+0002	 2.35182755018587E-0001	
 4.62500000000000E+0002	 2.37050585501859E-0001	
 4.64500000000000E+0002	 2.39095415985130E-0001	
 4.66500000000000E+0002	 2.40480246468401E-0001	
 4.68500000000000E+0002	 2.41857076951673E-0001	
 4.70500000000000E+0002	 2.42834407434944E-0001	
 4.72500000000000E+0002	 2.42018237918216E-0001	
 4.74500000000000E+0002	 2.44091068401487E-0001	
 4.76500000000000E+0002	 2.45989398884758E-0001	
 4.78500000000000E+0002	 2.47927229368030E-0001	
 4.80500000000000E+0002	 2.49710559851301E-0001	
 4.82500000000000E+0002	 2.51141390334572E-0001	
 4.84500000000000E+0002	 2.52677220817844E-0001	
 4.86500000000000E+0002	 2.54718051301115E-0001	
 4.88500000000000E+0002	 2.57111381784387E-0001	
 4.90500000000000E+0002	 2.59582712267658E-0001	
 4.92500000000000E+0002	 2.61656542750929E-0001	
 4.94500000000000E+0002	 2.63521373234201E-0001	
 4.96500000000000E+0002	 2.65401203717472E-0001	
 4.98500000000000E+0002	 2.67323034200743E-0001	
 5.00500000000000E+0002	 2.69372864684015E-0001	
 5.02500000000000E+0002	 2.71490695167286E-0001	
 5.04500000000000E+0002	 2.73308525650558E-0001	
 5.06500000000000E+0002	 2.75107856133829E-0001	
 5.08500000000000E+0002	 2.77046186617100E-0001	
 5.10500000000000E+0002	 2.78887017100372E-0001	
 5.12500000000000E+0002	 2.80675347583643E-0001	
 5.14500000000000E+0002	 2.82599678066914E-0001	
 5.16500000000000E+0002	 2.84855508550186E-0001	
 5.18500000000000E+0002	 2.87118339033457E-0001	
 5.20500000000000E+0002	 2.89221669516729E-0001	
 5.22500000000000E+0002	 2.91336000000000E-0001	
 5.24500000000000E+0002	 2.93466830483271E-0001	
 5.26500000000000E+0002	 2.94626160966543E-0001	
 5.28500000000000E+0002	 2.97319491449814E-0001	
 5.30500000000000E+0002	 2.99247821933086E-0001	
 5.32500000000000E+0002	 3.00202152416357E-0001	
 5.34500000000000E+0002	 3.00475982899628E-0001	
 5.36500000000000E+0002	 3.00327813382900E-0001	
 5.38500000000000E+0002	 2.99936643866171E-0001	
 5.40500000000000E+0002	 2.99466474349442E-0001	
 5.42500000000000E+0002	 2.99025304832714E-0001	
 5.44500000000000E+0002	 2.98528635315985E-0001	
 5.46500000000000E+0002	 2.98176965799257E-0001	
 5.48500000000000E+0002	 2.98162796282528E-0001	
 5.50500000000000E+0002	 2.98360126765799E-0001	
 5.52500000000000E+0002	 2.98534457249071E-0001	
 5.54500000000000E+0002	 2.98382287732342E-0001	
 5.56500000000000E+0002	 2.97952618215613E-0001	
 5.58500000000000E+0002	 2.97272948698885E-0001	
 5.60500000000000E+0002	 2.96266279182156E-0001	
