*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
10:52


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.56036327219240E-0001	
 4.52500000000000E+0002	 1.56139555528779E-0001	
 4.54500000000000E+0002	 1.57213783838317E-0001	
 4.56500000000000E+0002	 1.57239012147856E-0001	
 4.58500000000000E+0002	 1.57460240457395E-0001	
 4.60500000000000E+0002	 1.58430968766933E-0001	
 4.62500000000000E+0002	 1.59352197076472E-0001	
 4.64500000000000E+0002	 1.60216425386010E-0001	
 4.66500000000000E+0002	 1.60720153695549E-0001	
 4.68500000000000E+0002	 1.61185382005088E-0001	
 4.70500000000000E+0002	 1.61696610314626E-0001	
 4.72500000000000E+0002	 1.62412838624165E-0001	
 4.74500000000000E+0002	 1.63256566933703E-0001	
 4.76500000000000E+0002	 1.64047295243242E-0001	
 4.78500000000000E+0002	 1.64814023552781E-0001	
 4.80500000000000E+0002	 1.65635251862319E-0001	
 4.82500000000000E+0002	 1.66492480171858E-0001	
 4.84500000000000E+0002	 1.67402208481396E-0001	
 4.86500000000000E+0002	 1.68331936790935E-0001	
 4.88500000000000E+0002	 1.69370165100473E-0001	
 4.90500000000000E+0002	 1.70380393410012E-0001	
 4.92500000000000E+0002	 1.71457121719551E-0001	
 4.94500000000000E+0002	 1.72528850029089E-0001	
 4.96500000000000E+0002	 1.73482078338628E-0001	
 4.98500000000000E+0002	 1.74371806648166E-0001	
 5.00500000000000E+0002	 1.75116034957705E-0001	
 5.02500000000000E+0002	 1.75923263267244E-0001	
 5.04500000000000E+0002	 1.77064491576782E-0001	
 5.06500000000000E+0002	 1.78180219886321E-0001	
 5.08500000000000E+0002	 1.79215948195859E-0001	
 5.10500000000000E+0002	 1.80248676505398E-0001	
 5.12500000000000E+0002	 1.81300904814937E-0001	
 5.14500000000000E+0002	 1.82236633124475E-0001	
 5.16500000000000E+0002	 1.83183861434014E-0001	
 5.18500000000000E+0002	 1.84436089743552E-0001	
 5.20500000000000E+0002	 1.85773818053091E-0001	
 5.22500000000000E+0002	 1.86995046362629E-0001	
 5.24500000000000E+0002	 1.88026274672168E-0001	
 5.26500000000000E+0002	 1.89189002981707E-0001	
 5.28500000000000E+0002	 1.90578231291245E-0001	
 5.30500000000000E+0002	 1.91698959600784E-0001	
 5.32500000000000E+0002	 1.92340187910322E-0001	
 5.34500000000000E+0002	 1.92584416219861E-0001	
 5.36500000000000E+0002	 1.92512144529400E-0001	
 5.38500000000000E+0002	 1.92223372838938E-0001	
 5.40500000000000E+0002	 1.91917601148477E-0001	
 5.42500000000000E+0002	 1.91686829458015E-0001	
 5.44500000000000E+0002	 1.91540557767554E-0001	
 5.46500000000000E+0002	 1.91483786077093E-0001	
 5.48500000000000E+0002	 1.91523514386631E-0001	
 5.50500000000000E+0002	 1.91624742696170E-0001	
 5.52500000000000E+0002	 1.91718971005708E-0001	
 5.54500000000000E+0002	 1.91691199315247E-0001	
 5.56500000000000E+0002	 1.91545427624785E-0001	
 5.58500000000000E+0002	 1.91243155934324E-0001	
 5.60500000000000E+0002	 1.90753884243863E-0001	
 5.62500000000000E+0002	 1.90088112553401E-0001	
 5.64500000000000E+0002	 1.89389340862940E-0001	
 5.66500000000000E+0002	 1.88738069172478E-0001	
 5.68500000000000E+0002	 1.88214297482017E-0001	
 5.70500000000000E+0002	 1.87726525791556E-0001	
 5.72500000000000E+0002	 1.87342754101094E-0001	
 5.74500000000000E+0002	 1.86986482410633E-0001	
 5.76500000000000E+0002	 1.86754210720171E-0001	
 5.78500000000000E+0002	 1.86660439029710E-0001	
 5.80500000000000E+0002	 1.86570667339249E-0001	
 5.82500000000000E+0002	 1.86437895648787E-0001	
 5.84500000000000E+0002	 1.86260123958326E-0001	
 5.86500000000000E+0002	 1.86078352267864E-0001	
 5.88500000000000E+0002	 1.85975080577403E-0001	
 5.90500000000000E+0002	 1.85891808886941E-0001	
 5.92500000000000E+0002	 1.85977537196480E-0001	
 5.94500000000000E+0002	 1.86247265506019E-0001	
 5.96500000000000E+0002	 1.86601493815557E-0001	
 5.98500000000000E+0002	 1.86943222125096E-0001	
 6.00500000000000E+0002	 1.87308950434634E-0001	
 6.02500000000000E+0002	 1.87605678744173E-0001	
 6.04500000000000E+0002	 1.87749907053712E-0001	
 6.06500000000000E+0002	 1.87662135363250E-0001	
 6.08500000000000E+0002	 1.87343363672789E-0001	
 6.10500000000000E+0002	 1.86851591982327E-0001	
 6.12500000000000E+0002	 1.86358820291866E-0001	
 6.14500000000000E+0002	 1.85852048601405E-0001	
 6.16500000000000E+0002	 1.85318276910943E-0001	
 6.18500000000000E+0002	 1.84879505220482E-0001	
 6.20500000000000E+0002	 1.84533733530020E-0001	
 6.22500000000000E+0002	 1.84059461839559E-0001	
 6.24500000000000E+0002	 1.83587690149098E-0001	
 6.26500000000000E+0002	 1.83167918458636E-0001	
 6.28500000000000E+0002	 1.82786646768175E-0001	
 6.30500000000000E+0002	 1.82324875077713E-0001	
 6.32500000000000E+0002	 1.81792603387252E-0001	
 6.34500000000000E+0002	 1.81129331696790E-0001	
 6.36500000000000E+0002	 1.80490060006329E-0001	
 6.38500000000000E+0002	 1.79853788315868E-0001	
 6.40500000000000E+0002	 1.79278516625406E-0001	
 6.42500000000000E+0002	 1.78731244934945E-0001	
 6.44500000000000E+0002	 1.78231473244483E-0001	
 6.46500000000000E+0002	 1.77702701554022E-0001	
