*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:17


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.34724358522292E-0001	
 4.52500000000000E+0002	 1.34806785710374E-0001	
 4.54500000000000E+0002	 1.35853212898455E-0001	
 4.56500000000000E+0002	 1.36501640086537E-0001	
 4.58500000000000E+0002	 1.37105567274619E-0001	
 4.60500000000000E+0002	 1.37624494462701E-0001	
 4.62500000000000E+0002	 1.38603421650783E-0001	
 4.64500000000000E+0002	 1.39719848838865E-0001	
 4.66500000000000E+0002	 1.39985276026947E-0001	
 4.68500000000000E+0002	 1.40005203215029E-0001	
 4.70500000000000E+0002	 1.40999630403111E-0001	
 4.72500000000000E+0002	 1.41751557591193E-0001	
 4.74500000000000E+0002	 1.42565484779275E-0001	
 4.76500000000000E+0002	 1.43084411967357E-0001	
 4.78500000000000E+0002	 1.44014339155439E-0001	
 4.80500000000000E+0002	 1.44780266343521E-0001	
 4.82500000000000E+0002	 1.45619693531603E-0001	
 4.84500000000000E+0002	 1.46142620719685E-0001	
 4.86500000000000E+0002	 1.46786547907766E-0001	
 4.88500000000000E+0002	 1.47689975095848E-0001	
 4.90500000000000E+0002	 1.48358402283930E-0001	
 4.92500000000000E+0002	 1.48912829472012E-0001	
 4.94500000000000E+0002	 1.50019756660094E-0001	
 4.96500000000000E+0002	 1.50936183848176E-0001	
 4.98500000000000E+0002	 1.51780611036258E-0001	
 5.00500000000000E+0002	 1.52111538224340E-0001	
 5.02500000000000E+0002	 1.52747965412422E-0001	
 5.04500000000000E+0002	 1.53912892600504E-0001	
 5.06500000000000E+0002	 1.55139819788586E-0001	
 5.08500000000000E+0002	 1.56077746976668E-0001	
 5.10500000000000E+0002	 1.57213674164750E-0001	
 5.12500000000000E+0002	 1.58493101352832E-0001	
 5.14500000000000E+0002	 1.59674528540914E-0001	
 5.16500000000000E+0002	 1.60564955728996E-0001	
 5.18500000000000E+0002	 1.62139882917077E-0001	
 5.20500000000000E+0002	 1.64248310105159E-0001	
 5.22500000000000E+0002	 1.66467737293241E-0001	
 5.24500000000000E+0002	 1.68371664481323E-0001	
 5.26500000000000E+0002	 1.71207591669405E-0001	
 5.28500000000000E+0002	 1.74796518857487E-0001	
 5.30500000000000E+0002	 1.77392446045569E-0001	
 5.32500000000000E+0002	 1.77596873233651E-0001	
 5.34500000000000E+0002	 1.76489300421733E-0001	
 5.36500000000000E+0002	 1.75170227609815E-0001	
 5.38500000000000E+0002	 1.74161654797897E-0001	
 5.40500000000000E+0002	 1.73145081985979E-0001	
 5.42500000000000E+0002	 1.72281509174061E-0001	
 5.44500000000000E+0002	 1.71365436362143E-0001	
 5.46500000000000E+0002	 1.70558363550225E-0001	
 5.48500000000000E+0002	 1.69771290738306E-0001	
 5.50500000000000E+0002	 1.69310717926388E-0001	
 5.52500000000000E+0002	 1.68955145114470E-0001	
 5.54500000000000E+0002	 1.68588072302552E-0001	
 5.56500000000000E+0002	 1.68096999490634E-0001	
 5.58500000000000E+0002	 1.67761426678716E-0001	
