*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:16


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.73907633037037E-0001	
 4.52500000000000E+0002	 1.74840065185185E-0001	
 4.54500000000000E+0002	 1.75817997333333E-0001	
 4.56500000000000E+0002	 1.76491429481481E-0001	
 4.58500000000000E+0002	 1.77256361629630E-0001	
 4.60500000000000E+0002	 1.78232293777778E-0001	
 4.62500000000000E+0002	 1.79195225925926E-0001	
 4.64500000000000E+0002	 1.80089658074074E-0001	
 4.66500000000000E+0002	 1.80924590222222E-0001	
 4.68500000000000E+0002	 1.81738522370370E-0001	
 4.70500000000000E+0002	 1.82588954518519E-0001	
 4.72500000000000E+0002	 1.83387886666667E-0001	
 4.74500000000000E+0002	 1.84256818814815E-0001	
 4.76500000000000E+0002	 1.85064750962963E-0001	
 4.78500000000000E+0002	 1.85979683111111E-0001	
 4.80500000000000E+0002	 1.86876615259259E-0001	
 4.82500000000000E+0002	 1.87790047407407E-0001	
 4.84500000000000E+0002	 1.88679979555556E-0001	
 4.86500000000000E+0002	 1.89589411703704E-0001	
 4.88500000000000E+0002	 1.90439843851852E-0001	
 4.90500000000000E+0002	 1.91365276000000E-0001	
 4.92500000000000E+0002	 1.92287708148148E-0001	
 4.94500000000000E+0002	 1.93277640296296E-0001	
 4.96500000000000E+0002	 1.94222572444444E-0001	
 4.98500000000000E+0002	 1.95291504592593E-0001	
 5.00500000000000E+0002	 1.96319936740741E-0001	
 5.02500000000000E+0002	 1.97456868888889E-0001	
 5.04500000000000E+0002	 1.98798301037037E-0001	
 5.06500000000000E+0002	 2.00299733185185E-0001	
 5.08500000000000E+0002	 2.01781665333333E-0001	
 5.10500000000000E+0002	 2.03344097481481E-0001	
 5.12500000000000E+0002	 2.04965029629630E-0001	
 5.14500000000000E+0002	 2.06627461777778E-0001	
 5.16500000000000E+0002	 2.08279893925926E-0001	
 5.18500000000000E+0002	 2.10019826074074E-0001	
 5.20500000000000E+0002	 2.11657258222222E-0001	
 5.22500000000000E+0002	 2.13539190370370E-0001	
 5.24500000000000E+0002	 2.15966622518519E-0001	
 5.26500000000000E+0002	 2.19686554666667E-0001	
 5.28500000000000E+0002	 2.24138986814815E-0001	
 5.30500000000000E+0002	 2.26670918962963E-0001	
 5.32500000000000E+0002	 2.25608851111111E-0001	
 5.34500000000000E+0002	 2.22896283259259E-0001	
 5.36500000000000E+0002	 2.20449215407407E-0001	
 5.38500000000000E+0002	 2.18515647555556E-0001	
 5.40500000000000E+0002	 2.16808579703704E-0001	
 5.42500000000000E+0002	 2.15365011851852E-0001	
 5.44500000000000E+0002	 2.14128944000000E-0001	
 5.46500000000000E+0002	 2.13092876148148E-0001	
 5.48500000000000E+0002	 2.12095308296296E-0001	
 5.50500000000000E+0002	 2.11256240444444E-0001	
 5.52500000000000E+0002	 2.10513672592593E-0001	
 5.54500000000000E+0002	 2.09835104740741E-0001	
 5.56500000000000E+0002	 2.09194536888889E-0001	
 5.58500000000000E+0002	 2.08602469037037E-0001	
 5.60500000000000E+0002	 2.07950401185185E-0001	
 5.62500000000000E+0002	 2.07295333333333E-0001	
 5.64500000000000E+0002	 2.06643265481481E-0001	
 5.66500000000000E+0002	 2.06117697629630E-0001	
 5.68500000000000E+0002	 2.05617129777778E-0001	
 5.70500000000000E+0002	 2.05082061925926E-0001	
 5.72500000000000E+0002	 2.04505994074074E-0001	
 5.74500000000000E+0002	 2.03956926222222E-0001	
 5.76500000000000E+0002	 2.03401358370370E-0001	
