*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:10


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 3.10574802037463E-0001	
 4.52500000000000E+0002	 3.12790783601709E-0001	
 4.54500000000000E+0002	 3.15810765165955E-0001	
 4.56500000000000E+0002	 3.18074246730200E-0001	
 4.58500000000000E+0002	 3.20190228294446E-0001	
 4.60500000000000E+0002	 3.22339209858692E-0001	
 4.62500000000000E+0002	 3.25125191422938E-0001	
 4.64500000000000E+0002	 3.29449672987184E-0001	
 4.66500000000000E+0002	 3.32269154551430E-0001	
 4.68500000000000E+0002	 3.34714136115675E-0001	
 4.70500000000000E+0002	 3.37374617679921E-0001	
 4.72500000000000E+0002	 3.40174099244167E-0001	
 4.74500000000000E+0002	 3.42580080808413E-0001	
 4.76500000000000E+0002	 3.44763562372659E-0001	
 4.78500000000000E+0002	 3.47055043936904E-0001	
 4.80500000000000E+0002	 3.49273525501150E-0001	
 4.82500000000000E+0002	 3.51286507065396E-0001	
 4.84500000000000E+0002	 3.53419488629642E-0001	
 4.86500000000000E+0002	 3.55560970193888E-0001	
 4.88500000000000E+0002	 3.57809451758133E-0001	
 4.90500000000000E+0002	 3.59794433322379E-0001	
 4.92500000000000E+0002	 3.61930914886625E-0001	
 4.94500000000000E+0002	 3.64309396450871E-0001	
 4.96500000000000E+0002	 3.66719378015117E-0001	
 4.98500000000000E+0002	 3.69013859579362E-0001	
 5.00500000000000E+0002	 3.71165841143608E-0001	
 5.02500000000000E+0002	 3.73718322707854E-0001	
 5.04500000000000E+0002	 3.76624304272100E-0001	
 5.06500000000000E+0002	 3.79431785836346E-0001	
 5.08500000000000E+0002	 3.82643267400592E-0001	
 5.10500000000000E+0002	 3.86115748964837E-0001	
 5.12500000000000E+0002	 3.89637230529083E-0001	
 5.14500000000000E+0002	 3.93052212093329E-0001	
 5.16500000000000E+0002	 3.96462693657575E-0001	
 5.18500000000000E+0002	 3.99605675221821E-0001	
 5.20500000000000E+0002	 4.02347656786066E-0001	
 5.22500000000000E+0002	 4.04798138350312E-0001	
 5.24500000000000E+0002	 4.06228619914558E-0001	
 5.26500000000000E+0002	 4.08037101478804E-0001	
 5.28500000000000E+0002	 4.10794583043050E-0001	
 5.30500000000000E+0002	 4.13050564607295E-0001	
 5.32500000000000E+0002	 4.14684046171541E-0001	
 5.34500000000000E+0002	 4.15897527735787E-0001	
 5.36500000000000E+0002	 4.16582009300033E-0001	
 5.38500000000000E+0002	 4.16662490864279E-0001	
 5.40500000000000E+0002	 4.16278472428524E-0001	
 5.42500000000000E+0002	 4.15566453992770E-0001	
 5.44500000000000E+0002	 4.14336435557016E-0001	
 5.46500000000000E+0002	 4.12739417121262E-0001	
 5.48500000000000E+0002	 4.11042398685508E-0001	
 5.50500000000000E+0002	 4.09669880249754E-0001	
 5.52500000000000E+0002	 4.08535861813999E-0001	
 5.54500000000000E+0002	 4.07123843378245E-0001	
 5.56500000000000E+0002	 4.05527824942491E-0001	
 5.58500000000000E+0002	 4.03969306506737E-0001	
 5.60500000000000E+0002	 4.02403288070983E-0001	
 5.62500000000000E+0002	 4.00728269635228E-0001	
 5.64500000000000E+0002	 3.99136251199474E-0001	
 5.66500000000000E+0002	 3.97764732763720E-0001	
 5.68500000000000E+0002	 3.96504714327966E-0001	
 5.70500000000000E+0002	 3.95166695892212E-0001	
 5.72500000000000E+0002	 3.93880677456457E-0001	
 5.74500000000000E+0002	 3.92404659020703E-0001	
 5.76500000000000E+0002	 3.91085140584949E-0001	
