*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:21


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.80420990015885E-0001	
 4.52500000000000E+0002	 1.80878480364267E-0001	
 4.54500000000000E+0002	 1.81512470712649E-0001	
 4.56500000000000E+0002	 1.81726461061030E-0001	
 4.58500000000000E+0002	 1.82131451409412E-0001	
 4.60500000000000E+0002	 1.83218941757794E-0001	
 4.62500000000000E+0002	 1.84325932106176E-0001	
 4.64500000000000E+0002	 1.85420922454558E-0001	
 4.66500000000000E+0002	 1.86077412802939E-0001	
 4.68500000000000E+0002	 1.86786903151321E-0001	
 4.70500000000000E+0002	 1.87603893499703E-0001	
 4.72500000000000E+0002	 1.88494883848085E-0001	
 4.74500000000000E+0002	 1.89292874196466E-0001	
 4.76500000000000E+0002	 1.90225364544848E-0001	
 4.78500000000000E+0002	 1.91353854893230E-0001	
 4.80500000000000E+0002	 1.92574845241612E-0001	
 4.82500000000000E+0002	 1.93721335589994E-0001	
 4.84500000000000E+0002	 1.94956325938375E-0001	
 4.86500000000000E+0002	 1.96222816286757E-0001	
 4.88500000000000E+0002	 1.97700306635139E-0001	
 4.90500000000000E+0002	 1.99089796983521E-0001	
 4.92500000000000E+0002	 2.00532787331902E-0001	
 4.94500000000000E+0002	 2.01916777680284E-0001	
 4.96500000000000E+0002	 2.03255268028666E-0001	
 4.98500000000000E+0002	 2.04581258377048E-0001	
 5.00500000000000E+0002	 2.05705248725430E-0001	
 5.02500000000000E+0002	 2.06814239073811E-0001	
 5.04500000000000E+0002	 2.08253729422193E-0001	
 5.06500000000000E+0002	 2.09703719770575E-0001	
 5.08500000000000E+0002	 2.11054210118957E-0001	
 5.10500000000000E+0002	 2.12400700467338E-0001	
 5.12500000000000E+0002	 2.13930190815720E-0001	
 5.14500000000000E+0002	 2.15429181164102E-0001	
 5.16500000000000E+0002	 2.16930671512484E-0001	
 5.18500000000000E+0002	 2.18650161860866E-0001	
 5.20500000000000E+0002	 2.20538152209247E-0001	
 5.22500000000000E+0002	 2.22391142557629E-0001	
 5.24500000000000E+0002	 2.24036632906011E-0001	
 5.26500000000000E+0002	 2.25916123254393E-0001	
 5.28500000000000E+0002	 2.28185113602774E-0001	
 5.30500000000000E+0002	 2.30027603951156E-0001	
 5.32500000000000E+0002	 2.30900594299538E-0001	
 5.34500000000000E+0002	 2.31028084647920E-0001	
 5.36500000000000E+0002	 2.30791074996302E-0001	
 5.38500000000000E+0002	 2.30348065344683E-0001	
 5.40500000000000E+0002	 2.29816055693065E-0001	
 5.42500000000000E+0002	 2.29318046041447E-0001	
 5.44500000000000E+0002	 2.29031536389829E-0001	
 5.46500000000000E+0002	 2.28944526738210E-0001	
 5.48500000000000E+0002	 2.28971517086592E-0001	
 5.50500000000000E+0002	 2.29085507434974E-0001	
 5.52500000000000E+0002	 2.29171997783356E-0001	
 5.54500000000000E+0002	 2.29129488131738E-0001	
 5.56500000000000E+0002	 2.28946478480119E-0001	
 5.58500000000000E+0002	 2.28577468828501E-0001	
 5.60500000000000E+0002	 2.27961459176883E-0001	
 5.62500000000000E+0002	 2.27111449525265E-0001	
 5.64500000000000E+0002	 2.26213939873646E-0001	
 5.66500000000000E+0002	 2.25421430222028E-0001	
 5.68500000000000E+0002	 2.24782920570410E-0001	
 5.70500000000000E+0002	 2.24207910918792E-0001	
 5.72500000000000E+0002	 2.23741401267174E-0001	
 5.74500000000000E+0002	 2.23364391615555E-0001	
 5.76500000000000E+0002	 2.23161381963937E-0001	
 5.78500000000000E+0002	 2.23091372312319E-0001	
 5.80500000000000E+0002	 2.22921362660701E-0001	
 5.82500000000000E+0002	 2.22672853009082E-0001	
 5.84500000000000E+0002	 2.22400343357464E-0001	
 5.86500000000000E+0002	 2.22132333705846E-0001	
 5.88500000000000E+0002	 2.21933824054228E-0001	
 5.90500000000000E+0002	 2.21838314402610E-0001	
 5.92500000000000E+0002	 2.21965804750991E-0001	
 5.94500000000000E+0002	 2.22357295099373E-0001	
 5.96500000000000E+0002	 2.22867785447755E-0001	
 5.98500000000000E+0002	 2.23400275796137E-0001	
 6.00500000000000E+0002	 2.23857766144518E-0001	
 6.02500000000000E+0002	 2.24227756492900E-0001	
 6.04500000000000E+0002	 2.24317246841282E-0001	
 6.06500000000000E+0002	 2.24098737189664E-0001	
 6.08500000000000E+0002	 2.23663227538046E-0001	
 6.10500000000000E+0002	 2.23105717886427E-0001	
 6.12500000000000E+0002	 2.22532208234809E-0001	
 6.14500000000000E+0002	 2.22005698583191E-0001	
 6.16500000000000E+0002	 2.21437188931573E-0001	
 6.18500000000000E+0002	 2.20981679279954E-0001	
 6.20500000000000E+0002	 2.20626669628336E-0001	
 6.22500000000000E+0002	 2.20133159976718E-0001	
