*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:27


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.53681424923585E-0001	
 4.52500000000000E+0002	 1.54195436885584E-0001	
 4.54500000000000E+0002	 1.54763448847584E-0001	
 4.56500000000000E+0002	 1.55325960809583E-0001	
 4.58500000000000E+0002	 1.56007472771582E-0001	
 4.60500000000000E+0002	 1.56580984733581E-0001	
 4.62500000000000E+0002	 1.57183996695580E-0001	
 4.64500000000000E+0002	 1.57947508657580E-0001	
 4.66500000000000E+0002	 1.58756020619579E-0001	
 4.68500000000000E+0002	 1.59513532581578E-0001	
 4.70500000000000E+0002	 1.60113544543577E-0001	
 4.72500000000000E+0002	 1.60724056505576E-0001	
 4.74500000000000E+0002	 1.61395568467575E-0001	
 4.76500000000000E+0002	 1.62041080429575E-0001	
 4.78500000000000E+0002	 1.62708092391574E-0001	
 4.80500000000000E+0002	 1.63545604353573E-0001	
 4.82500000000000E+0002	 1.64395616315572E-0001	
 4.84500000000000E+0002	 1.65177128277571E-0001	
 4.86500000000000E+0002	 1.65979140239570E-0001	
 4.88500000000000E+0002	 1.66852652201570E-0001	
 4.90500000000000E+0002	 1.67650664163569E-0001	
 4.92500000000000E+0002	 1.68528176125568E-0001	
 4.94500000000000E+0002	 1.69637188087567E-0001	
 4.96500000000000E+0002	 1.70737200049566E-0001	
 4.98500000000000E+0002	 1.71708712011565E-0001	
 5.00500000000000E+0002	 1.72475223973565E-0001	
 5.02500000000000E+0002	 1.73193735935564E-0001	
 5.04500000000000E+0002	 1.74097247897563E-0001	
 5.06500000000000E+0002	 1.74954759859562E-0001	
 5.08500000000000E+0002	 1.75710771821561E-0001	
 5.10500000000000E+0002	 1.76512783783561E-0001	
 5.12500000000000E+0002	 1.77415795745560E-0001	
 5.14500000000000E+0002	 1.78310807707559E-0001	
 5.16500000000000E+0002	 1.79072819669558E-0001	
 5.18500000000000E+0002	 1.79887331631557E-0001	
 5.20500000000000E+0002	 1.80704843593556E-0001	
 5.22500000000000E+0002	 1.81423855555556E-0001	
 5.24500000000000E+0002	 1.81907367517555E-0001	
 5.26500000000000E+0002	 1.82360379479554E-0001	
 5.28500000000000E+0002	 1.82941891441553E-0001	
 5.30500000000000E+0002	 1.83460403403552E-0001	
 5.32500000000000E+0002	 1.83815915365551E-0001	
 5.34500000000000E+0002	 1.83982927327551E-0001	
 5.36500000000000E+0002	 1.84024439289550E-0001	
 5.38500000000000E+0002	 1.83974951251549E-0001	
 5.40500000000000E+0002	 1.83778463213548E-0001	
 5.42500000000000E+0002	 1.83537975175547E-0001	
 5.44500000000000E+0002	 1.83178487137546E-0001	
 5.46500000000000E+0002	 1.82789999099546E-0001	
 5.48500000000000E+0002	 1.82426511061545E-0001	
 5.50500000000000E+0002	 1.82180023023544E-0001	
 5.52500000000000E+0002	 1.81927034985543E-0001	
 5.54500000000000E+0002	 1.81734046947542E-0001	
 5.56500000000000E+0002	 1.81632058909542E-0001	
 5.58500000000000E+0002	 1.81568570871541E-0001	
 5.60500000000000E+0002	 1.81384582833540E-0001	
 5.62500000000000E+0002	 1.81217094795539E-0001	
 5.64500000000000E+0002	 1.81085606757538E-0001	
 5.66500000000000E+0002	 1.80888118719537E-0001	
 5.68500000000000E+0002	 1.80611130681537E-0001	
 5.70500000000000E+0002	 1.80423642643536E-0001	
 5.72500000000000E+0002	 1.80249154605535E-0001	
 5.74500000000000E+0002	 1.79976666567534E-0001	
 5.76500000000000E+0002	 1.79661178529533E-0001	
 5.78500000000000E+0002	 1.79384690491532E-0001	
 5.80500000000000E+0002	 1.78794202453532E-0001	
 5.82500000000000E+0002	 1.78064214415531E-0001	
 5.84500000000000E+0002	 1.77460226377530E-0001	
 5.86500000000000E+0002	 1.77062238339529E-0001	
 5.88500000000000E+0002	 1.76784250301528E-0001	
 5.90500000000000E+0002	 1.76597762263527E-0001	
 5.92500000000000E+0002	 1.76600774225527E-0001	
 5.94500000000000E+0002	 1.76773286187526E-0001	
 5.96500000000000E+0002	 1.76920798149525E-0001	
 5.98500000000000E+0002	 1.76964310111524E-0001	
 6.00500000000000E+0002	 1.76957822073523E-0001	
 6.02500000000000E+0002	 1.77043834035523E-0001	
 6.04500000000000E+0002	 1.77094345997522E-0001	
 6.06500000000000E+0002	 1.77172357959521E-0001	
 6.08500000000000E+0002	 1.77335869921520E-0001	
 6.10500000000000E+0002	 1.77480881883519E-0001	
 6.12500000000000E+0002	 1.77602393845518E-0001	
 6.14500000000000E+0002	 1.77653405807518E-0001	
 6.16500000000000E+0002	 1.77489417769517E-0001	
 6.18500000000000E+0002	 1.77115929731516E-0001	
 6.20500000000000E+0002	 1.76626941693515E-0001	
 6.22500000000000E+0002	 1.76057953655514E-0001	
 6.24500000000000E+0002	 1.75463465617513E-0001	
 6.26500000000000E+0002	 1.74947477579513E-0001	
 6.28500000000000E+0002	 1.74531489541512E-0001	
 6.30500000000000E+0002	 1.74082501503511E-0001	
 6.32500000000000E+0002	 1.73575513465510E-0001	
 6.34500000000000E+0002	 1.73143025427509E-0001	
 6.36500000000000E+0002	 1.72878037389508E-0001	
 6.38500000000000E+0002	 1.72616049351508E-0001	
 6.40500000000000E+0002	 1.72328561313507E-0001	
 6.42500000000000E+0002	 1.71949073275506E-0001	
 6.44500000000000E+0002	 1.71477085237505E-0001	
 6.46500000000000E+0002	 1.70999597199504E-0001	
 6.48500000000000E+0002	 1.70515609161504E-0001	
 6.50500000000000E+0002	 1.69992121123503E-0001	
 6.52500000000000E+0002	 1.69474133085502E-0001	
 6.54500000000000E+0002	 1.69055645047501E-0001	
 6.56500000000000E+0002	 1.68757157009500E-0001	
 6.58500000000000E+0002	 1.68442168971499E-0001	
 6.60500000000000E+0002	 1.68181180933499E-0001	
 6.62500000000000E+0002	 1.67871692895498E-0001	
 6.64500000000000E+0002	 1.67491204857497E-0001	
 6.66500000000000E+0002	 1.66952216819496E-0001	
