*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:29


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.45698000000000E-0001	
 4.52500000000000E+0002	 1.46017000000000E-0001	
 4.54500000000000E+0002	 1.46375500000000E-0001	
 4.56500000000000E+0002	 1.46159500000000E-0001	
 4.58500000000000E+0002	 1.46661360081943E-0001	
 4.60500000000000E+0002	 1.48106242669008E-0001	
 4.62500000000000E+0002	 1.49254625256073E-0001	
 4.64500000000000E+0002	 1.50414507843137E-0001	
 4.66500000000000E+0002	 1.50858890430202E-0001	
 4.68500000000000E+0002	 1.51371273017267E-0001	
 4.70500000000000E+0002	 1.51865155604331E-0001	
 4.72500000000000E+0002	 1.52302538191396E-0001	
 4.74500000000000E+0002	 1.53374420778461E-0001	
 4.76500000000000E+0002	 1.54474303365525E-0001	
 4.78500000000000E+0002	 1.55450685952590E-0001	
 4.80500000000000E+0002	 1.56233568539655E-0001	
 4.82500000000000E+0002	 1.56736951126719E-0001	
 4.84500000000000E+0002	 1.57376833713784E-0001	
 4.86500000000000E+0002	 1.58329716300849E-0001	
 4.88500000000000E+0002	 1.59447098887913E-0001	
 4.90500000000000E+0002	 1.60248481474978E-0001	
 4.92500000000000E+0002	 1.61257864062043E-0001	
 4.94500000000000E+0002	 1.62591746649107E-0001	
 4.96500000000000E+0002	 1.63590129236172E-0001	
 4.98500000000000E+0002	 1.64443511823237E-0001	
 5.00500000000000E+0002	 1.65356894410301E-0001	
 5.02500000000000E+0002	 1.66277776997366E-0001	
 5.04500000000000E+0002	 1.67190659584431E-0001	
 5.06500000000000E+0002	 1.68000042171495E-0001	
 5.08500000000000E+0002	 1.68763924758560E-0001	
 5.10500000000000E+0002	 1.69479307345625E-0001	
 5.12500000000000E+0002	 1.70269689932689E-0001	
 5.14500000000000E+0002	 1.71068572519754E-0001	
 5.16500000000000E+0002	 1.71795955106819E-0001	
 5.18500000000000E+0002	 1.72591837693884E-0001	
 5.20500000000000E+0002	 1.73428720280948E-0001	
 5.22500000000000E+0002	 1.74113602868013E-0001	
 5.24500000000000E+0002	 1.74679985455078E-0001	
 5.26500000000000E+0002	 1.75355368042142E-0001	
 5.28500000000000E+0002	 1.75928750629207E-0001	
 5.30500000000000E+0002	 1.76387133216272E-0001	
 5.32500000000000E+0002	 1.76587015803336E-0001	
 5.34500000000000E+0002	 1.76652398390401E-0001	
