*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:29


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.59352289346526E-0001	
 4.52500000000000E+0002	 1.60408124840239E-0001	
 4.54500000000000E+0002	 1.61076460333952E-0001	
 4.56500000000000E+0002	 1.61263295827664E-0001	
 4.58500000000000E+0002	 1.61879131321377E-0001	
 4.60500000000000E+0002	 1.62929466815090E-0001	
 4.62500000000000E+0002	 1.63941302308802E-0001	
 4.64500000000000E+0002	 1.64773137802515E-0001	
 4.66500000000000E+0002	 1.65657473296228E-0001	
 4.68500000000000E+0002	 1.66429308789940E-0001	
 4.70500000000000E+0002	 1.67048144283653E-0001	
 4.72500000000000E+0002	 1.67419479777365E-0001	
 4.74500000000000E+0002	 1.68287815271078E-0001	
 4.76500000000000E+0002	 1.69302150764791E-0001	
 4.78500000000000E+0002	 1.70255986258503E-0001	
 4.80500000000000E+0002	 1.70960821752216E-0001	
 4.82500000000000E+0002	 1.71712157245929E-0001	
 4.84500000000000E+0002	 1.72440992739641E-0001	
 4.86500000000000E+0002	 1.73358828233354E-0001	
 4.88500000000000E+0002	 1.74330163727067E-0001	
 4.90500000000000E+0002	 1.75312999220779E-0001	
 4.92500000000000E+0002	 1.76200334714492E-0001	
 4.94500000000000E+0002	 1.77187670208204E-0001	
 4.96500000000000E+0002	 1.78049505701917E-0001	
 4.98500000000000E+0002	 1.78973841195630E-0001	
 5.00500000000000E+0002	 1.79646176689342E-0001	
 5.02500000000000E+0002	 1.80506512183055E-0001	
 5.04500000000000E+0002	 1.81635347676768E-0001	
 5.06500000000000E+0002	 1.82732683170480E-0001	
 5.08500000000000E+0002	 1.83647018664193E-0001	
 5.10500000000000E+0002	 1.84624354157906E-0001	
 5.12500000000000E+0002	 1.85539189651618E-0001	
 5.14500000000000E+0002	 1.86476525145331E-0001	
 5.16500000000000E+0002	 1.87256360639043E-0001	
 5.18500000000000E+0002	 1.88218696132756E-0001	
 5.20500000000000E+0002	 1.89154531626469E-0001	
 5.22500000000000E+0002	 1.89916367120181E-0001	
 5.24500000000000E+0002	 1.90447202613894E-0001	
 5.26500000000000E+0002	 1.91482538107607E-0001	
 5.28500000000000E+0002	 1.92416373601319E-0001	
 5.30500000000000E+0002	 1.92792709095032E-0001	
 5.32500000000000E+0002	 1.92846544588745E-0001	
 5.34500000000000E+0002	 1.92947380082457E-0001	
 5.36500000000000E+0002	 1.92859715576170E-0001	
 5.38500000000000E+0002	 1.92617551069882E-0001	
 5.40500000000000E+0002	 1.92174886563595E-0001	
 5.42500000000000E+0002	 1.91696222057308E-0001	
 5.44500000000000E+0002	 1.91147057551020E-0001	
 5.46500000000000E+0002	 1.90618393044733E-0001	
 5.48500000000000E+0002	 1.90076728538446E-0001	
 5.50500000000000E+0002	 1.89682064032158E-0001	
 5.52500000000000E+0002	 1.89316899525871E-0001	
 5.54500000000000E+0002	 1.89076735019584E-0001	
 5.56500000000000E+0002	 1.88932570513296E-0001	
 5.58500000000000E+0002	 1.88895406007009E-0001	
 5.60500000000000E+0002	 1.88757241500722E-0001	
 5.62500000000000E+0002	 1.88566576994434E-0001	
 5.64500000000000E+0002	 1.88314912488147E-0001	
 5.66500000000000E+0002	 1.88149747981859E-0001	
 5.68500000000000E+0002	 1.88005083475572E-0001	
 5.70500000000000E+0002	 1.87860418969285E-0001	
 5.72500000000000E+0002	 1.87649754462997E-0001	
 5.74500000000000E+0002	 1.87474589956710E-0001	
 5.76500000000000E+0002	 1.87240925450423E-0001	
 5.78500000000000E+0002	 1.86940260944135E-0001	
 5.80500000000000E+0002	 1.86303596437848E-0001	
 5.82500000000000E+0002	 1.85514431931561E-0001	
 5.84500000000000E+0002	 1.84722267425273E-0001	
 5.86500000000000E+0002	 1.84166602918986E-0001	
 5.88500000000000E+0002	 1.83819938412698E-0001	
 5.90500000000000E+0002	 1.83702273906411E-0001	
 5.92500000000000E+0002	 1.83736609400124E-0001	
 5.94500000000000E+0002	 1.83907444893836E-0001	
 5.96500000000000E+0002	 1.83997780387549E-0001	
 5.98500000000000E+0002	 1.84039615881262E-0001	
 6.00500000000000E+0002	 1.84076451374974E-0001	
