*CPCWIN*

>1	DATALINE
DATALINE
1
Operator:

Description:

Remarks:





15.9.2008
11:33


_x	_y
	
	
UNIT	UNIT
 4.50500000000000E+0002	 1.72479654349442E-0001	
 4.52500000000000E+0002	 1.73428416728625E-0001	
 4.54500000000000E+0002	 1.74511179107807E-0001	
 4.56500000000000E+0002	 1.75019941486989E-0001	
 4.58500000000000E+0002	 1.76096703866171E-0001	
 4.60500000000000E+0002	 1.78298466245353E-0001	
 4.62500000000000E+0002	 1.80165228624535E-0001	
 4.64500000000000E+0002	 1.82022491003717E-0001	
 4.66500000000000E+0002	 1.83087253382900E-0001	
 4.68500000000000E+0002	 1.84095015762082E-0001	
 4.70500000000000E+0002	 1.85063278141264E-0001	
 4.72500000000000E+0002	 1.86098040520446E-0001	
 4.74500000000000E+0002	 1.87917302899628E-0001	
 4.76500000000000E+0002	 1.89787065278810E-0001	
 4.78500000000000E+0002	 1.91327327657993E-0001	
 4.80500000000000E+0002	 1.92839090037175E-0001	
 4.82500000000000E+0002	 1.94106352416357E-0001	
 4.84500000000000E+0002	 1.95388614795539E-0001	
 4.86500000000000E+0002	 1.96935877174721E-0001	
 4.88500000000000E+0002	 1.98740139553903E-0001	
 4.90500000000000E+0002	 2.00105901933086E-0001	
 4.92500000000000E+0002	 2.01725664312268E-0001	
 4.94500000000000E+0002	 2.03755926691450E-0001	
 4.96500000000000E+0002	 2.05589189070632E-0001	
 4.98500000000000E+0002	 2.07123951449814E-0001	
 5.00500000000000E+0002	 2.08273213828996E-0001	
 5.02500000000000E+0002	 2.09376476208178E-0001	
 5.04500000000000E+0002	 2.11200238587361E-0001	
 5.06500000000000E+0002	 2.12769000966543E-0001	
 5.08500000000000E+0002	 2.14266763345725E-0001	
 5.10500000000000E+0002	 2.15854025724907E-0001	
 5.12500000000000E+0002	 2.17483788104089E-0001	
 5.14500000000000E+0002	 2.18933550483271E-0001	
 5.16500000000000E+0002	 2.20290812862454E-0001	
 5.18500000000000E+0002	 2.22121075241636E-0001	
 5.20500000000000E+0002	 2.24565837620818E-0001	
 5.22500000000000E+0002	 2.26761600000000E-0001	
 5.24500000000000E+0002	 2.28504862379182E-0001	
 5.26500000000000E+0002	 2.30953624758364E-0001	
 5.28500000000000E+0002	 2.34594887137546E-0001	
 5.30500000000000E+0002	 2.37657149516729E-0001	
 5.32500000000000E+0002	 2.39172911895911E-0001	
 5.34500000000000E+0002	 2.39449674275093E-0001	
 5.36500000000000E+0002	 2.39139936654275E-0001	
 5.38500000000000E+0002	 2.38475699033457E-0001	
 5.40500000000000E+0002	 2.37616461412639E-0001	
 5.42500000000000E+0002	 2.36587223791822E-0001	
 5.44500000000000E+0002	 2.35519486171004E-0001	
 5.46500000000000E+0002	 2.34507748550186E-0001	
 5.48500000000000E+0002	 2.33755510929368E-0001	
 5.50500000000000E+0002	 2.33236773308550E-0001	
 5.52500000000000E+0002	 2.33022535687732E-0001	
 5.54500000000000E+0002	 2.32830298066914E-0001	
 5.56500000000000E+0002	 2.32729560446097E-0001	
 5.58500000000000E+0002	 2.32720822825279E-0001	
 5.60500000000000E+0002	 2.32858585204461E-0001	
 5.62500000000000E+0002	 2.32954347583643E-0001	
 5.64500000000000E+0002	 2.33041609962825E-0001	
 5.66500000000000E+0002	 2.33071872342007E-0001	
 5.68500000000000E+0002	 2.33187134721190E-0001	
 5.70500000000000E+0002	 2.33387397100372E-0001	
 5.72500000000000E+0002	 2.33631159479554E-0001	
 5.74500000000000E+0002	 2.33588921858736E-0001	
 5.76500000000000E+0002	 2.33534684237918E-0001	
 5.78500000000000E+0002	 2.33507446617100E-0001	
 5.80500000000000E+0002	 2.33057708996283E-0001	
 5.82500000000000E+0002	 2.32383971375465E-0001	
 5.84500000000000E+0002	 2.31784733754647E-0001	
 5.86500000000000E+0002	 2.31440996133829E-0001	
 5.88500000000000E+0002	 2.31330258513011E-0001	
 5.90500000000000E+0002	 2.31221520892193E-0001	
 5.92500000000000E+0002	 2.31454783271375E-0001	
 5.94500000000000E+0002	 2.32027545650558E-0001	
 5.96500000000000E+0002	 2.32523808029740E-0001	
 5.98500000000000E+0002	 2.32836570408922E-0001	
 6.00500000000000E+0002	 2.33163332788104E-0001	
 6.02500000000000E+0002	 2.33716095167286E-0001	
 6.04500000000000E+0002	 2.34313857546468E-0001	
 6.06500000000000E+0002	 2.34913119925651E-0001	
 6.08500000000000E+0002	 2.35489382304833E-0001	
 6.10500000000000E+0002	 2.35998144684015E-0001	
 6.12500000000000E+0002	 2.36421407063197E-0001	
 6.14500000000000E+0002	 2.36623169442379E-0001	
 6.16500000000000E+0002	 2.36590931821561E-0001	
 6.18500000000000E+0002	 2.36419694200743E-0001	
 6.20500000000000E+0002	 2.35981456579926E-0001	
 6.22500000000000E+0002	 2.35380218959108E-0001	
 6.24500000000000E+0002	 2.34730481338290E-0001	
 6.26500000000000E+0002	 2.34224743717472E-0001	
 6.28500000000000E+0002	 2.33911006096654E-0001	
 6.30500000000000E+0002	 2.33576268475836E-0001	
 6.32500000000000E+0002	 2.33218530855019E-0001	
 6.34500000000000E+0002	 2.32925293234201E-0001	
 6.36500000000000E+0002	 2.32901055613383E-0001	
 6.38500000000000E+0002	 2.32985817992565E-0001	
 6.40500000000000E+0002	 2.33045080371747E-0001	
 6.42500000000000E+0002	 2.33019342750929E-0001	
 6.44500000000000E+0002	 2.32872605130112E-0001	
 6.46500000000000E+0002	 2.32666367509294E-0001	
 6.48500000000000E+0002	 2.32368129888476E-0001	
 6.50500000000000E+0002	 2.31132892267658E-0001	
 6.52500000000000E+0002	 2.30826154646840E-0001	
 6.54500000000000E+0002	 2.30649417026022E-0001	
 6.56500000000000E+0002	 2.30570679405204E-0001	
 6.58500000000000E+0002	 2.30446941784387E-0001	
 6.60500000000000E+0002	 2.30399704163569E-0001	
 6.62500000000000E+0002	 2.30315966542751E-0001	
 6.64500000000000E+0002	 2.29913728921933E-0001	
 6.66500000000000E+0002	 2.29198991301115E-0001	
 6.68500000000000E+0002	 2.29002253680297E-0001	
 6.70500000000000E+0002	 2.28961516059480E-0001	
 6.72500000000000E+0002	 2.28636278438662E-0001	
 6.74500000000000E+0002	 2.28142040817844E-0001	
 6.76500000000000E+0002	 2.27538803197026E-0001	
 6.78500000000000E+0002	 2.26962565576208E-0001	
 6.80500000000000E+0002	 2.26390327955390E-0001	
 6.82500000000000E+0002	 2.25824090334572E-0001	
 6.84500000000000E+0002	 2.25353352713755E-0001	
 6.86500000000000E+0002	 2.25046615092937E-0001	
 6.88500000000000E+0002	 2.25494877472119E-0001	
 6.90500000000000E+0002	 2.25190639851301E-0001	
 6.92500000000000E+0002	 2.25009902230483E-0001	
 6.94500000000000E+0002	 2.24896164609665E-0001	
 6.96500000000000E+0002	 2.24893926988848E-0001	
 6.98500000000000E+0002	 2.24964189368030E-0001	
 7.00500000000000E+0002	 2.25005451747212E-0001	
 7.02500000000000E+0002	 2.24765214126394E-0001	
 7.04500000000000E+0002	 2.24254976505576E-0001	
 7.06500000000000E+0002	 2.23538238884758E-0001	
 7.08500000000000E+0002	 2.22640001263941E-0001	
 7.10500000000000E+0002	 2.21588263643123E-0001	
 7.12500000000000E+0002	 2.20493526022305E-0001	
 7.14500000000000E+0002	 2.19360788401487E-0001	
 7.16500000000000E+0002	 2.18296550780669E-0001	
 7.18500000000000E+0002	 2.17312813159851E-0001	
 7.20500000000000E+0002	 2.16476575539033E-0001	
 7.22500000000000E+0002	 2.15557337918216E-0001	
 7.24500000000000E+0002	 2.14408600297398E-0001	
 7.26500000000000E+0002	 2.13093362676580E-0001	
 7.28500000000000E+0002	 2.11710625055762E-0001	
 7.30500000000000E+0002	 2.10347887434944E-0001	
 7.32500000000000E+0002	 2.09124149814126E-0001	
